bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if(pos  +  width  >=  text.length())  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	add	else  if(pos  +  width  >=  text.length())  {	else  if  (startPos  +  width  >=  text.length())  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	18	2
215	[BUG]  [BUGGY]    &&  c!=  'r'  ||  c  ==  'n'  ||  c  ==  't'))  {  pos  +=  startPos;  [CE]  illegal  start  of  expression  [CONTEXT]  return  -1;  }    pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  [BUGGY]    &&  c!=  'r'  ||  c  ==  'n'  ||  c  ==  't'))  {  pos  +=  startPos;  [BUGGY]  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  {  --pos;  }  if  (pos  >  startPos)  {  return  pos;  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	924	925	2	replace	    &&  c!=  'r'  ||  c  ==  'n'  ||  c  ==  't'))  {  pos  +=  startPos;		non-compiled	[CE]  illegal  start  of  expression	12	None	add
241	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if((  startPos  +  width  >  text.length())||(startPos  +  width  >  text.length()))  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	add	else  if((  startPos  +  width  >  text.length())||(startPos  +  width  >  text.length()))  {	else  if  (startPos  +  width  >=  text.length())  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	18	2
242	[BUG]  [BUGGY]  else  if((  startPos  +  width  >  text.length())||(startPos  +  width  >  text.length()))  {  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if((  startPos  +  width  >  text.length())||(startPos  +  width  >  text.length()))  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	replace	else  if((  startPos  +  width  >  text.length())||(startPos  +  width  >  text.length()))  {	else  if  (startPos  +  width  >=  text.length())  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	18	2	replace
243	[BUG]  [BUGGY]  else  if((  startPos  +  width  >  text.length())||((  startPos  +  height)>  text.length())  {  [CE]  ')'  expected  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if((  startPos  +  width  >  text.length())||((  startPos  +  height)>  text.length())  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	replace	else  if((  startPos  +  width  >  text.length())||((  startPos  +  height)>  text.length())  {	else  if  (startPos  +  width  >=  text.length())  {  	non-compiled	[CE]  ')'  expected	18	None	replace
244	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if((  startPos  +  width  >  text.length())||((  startPos  +  width)  >=  text.length()))  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	add	else  if((  startPos  +  width  >  text.length())||((  startPos  +  width)  >=  text.length()))  {	else  if  (startPos  +  width  >=  text.length())  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	18	2
245	[BUG]  [BUGGY]  else  if((  startPos  +  width  >  text.length())||((  startPos  +  width)  >=  text.length()))  {  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  int  pos;  if  (((pos  =  text.indexOf('\n',  startPos))  !=  -1  &&  pos  <=  width)  ||  ((pos  =  text.indexOf('\t',  startPos))  !=  -1  &&  pos  <=  width))  {  return  pos  +  1;  }  [BUGGY]  else  if((  startPos  +  width  >  text.length())||((  startPos  +  width)  >=  text.length()))  {  [BUGGY]  {  return  -1;  }    pos  =  startPos  +  width;  char  c;  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.3086066999241838	912	913	2	replace	else  if((  startPos  +  width  >  text.length())||((  startPos  +  width)  >=  text.length()))  {	else  if  (startPos  +  width  >=  text.length())  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	18	2	replace
271	[BUG]  [BUGGY]    }  else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [CE]  illegal  start  of  type  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    }  else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	replace	    }  else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }		non-compiled	[CE]  illegal  start  of  type	10	None	add
272	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	add	    if((  startPos  +  width)  >=  text.length())  {  return  -1;  }		compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	10	2
273	[BUG]  [BUGGY]    if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	replace	    if((  startPos  +  width)  >=  text.length())  {  return  -1;  }		compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	10	2	add
273	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	add	    else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }		compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	10	2
274	[BUG]  [BUGGY]    else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	replace	    else  if((  startPos  +  width)  >=  text.length())  {  return  -1;  }		compilable	  [FE]  StringIndexOutOfBoundsException  testRenderWrappedTextWordCut	10	2	add
274	[BUG]  [BUGGY]    }  else  if(startPos  >=  text.length())  {  return  -1;  }  [CE]  illegal  start  of  type  [CONTEXT]  {  return  pos  +  1;  }  else  if  (startPos  +  width  >=  text.length())  {  return  -1;  }    [BUGGY]    }  else  if(startPos  >=  text.length())  {  return  -1;  }  [BUGGY]  pos  =  startPos  +  width;  char  c;  while  ((pos  >=  startPos)  &&  ((c  =  text.charAt(pos))  !=  '  ')  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  --pos;  }    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5345224838248488	919	919	2	replace	    }  else  if(startPos  >=  text.length())  {  return  -1;  }		non-compiled	[CE]  illegal  start  of  type	10	None	add
301	[BUG]  [BUGGY]    &&(c  =  text.charAt(pos))!=  ')')  {  pos++;  [CE]  illegal  start  of  expression  [CONTEXT]    if  (pos  >  startPos)  {  return  pos;  }  pos  =  startPos  +  width;  while  ((pos  <=  text.length())  &&  ((c  =  text.charAt(pos))  !=  '  ')  [BUGGY]    &&(c  =  text.charAt(pos))!=  ')')  {  pos++;  [BUGGY]  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  {  ++pos;  }  return  pos  ==  text.length()  ?  -1  :  pos;  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	1.0	938	939	2	replace	    &&(c  =  text.charAt(pos))!=  ')')  {  pos++;		non-compiled	[CE]  illegal  start  of  expression	4	None	add
302	[BUG]  [BUGGY]    &&  c!=  text.charAt(pos)))  {  pos++;  [CE]  illegal  start  of  expression  [CONTEXT]    if  (pos  >  startPos)  {  return  pos;  }  pos  =  startPos  +  width;  while  ((pos  <=  text.length())  &&  ((c  =  text.charAt(pos))  !=  '  ')  [BUGGY]    &&  c!=  text.charAt(pos)))  {  pos++;  [BUGGY]  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  {  ++pos;  }  return  pos  ==  text.length()  ?  -1  :  pos;  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	1.0	938	939	2	replace	    &&  c!=  text.charAt(pos)))  {  pos++;		non-compiled	[CE]  illegal  start  of  expression	4	None	add
303	[BUG]  [BUGGY]    &&(c  =  text.charAt(pos))!=  'r'))  {  pos++;  [CE]  illegal  start  of  expression  [CONTEXT]    if  (pos  >  startPos)  {  return  pos;  }  pos  =  startPos  +  width;  while  ((pos  <=  text.length())  &&  ((c  =  text.charAt(pos))  !=  '  ')  [BUGGY]    &&(c  =  text.charAt(pos))!=  'r'))  {  pos++;  [BUGGY]  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  {  ++pos;  }  return  pos  ==  text.length()  ?  -1  :  pos;  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	1.0	938	939	2	replace	    &&(c  =  text.charAt(pos))!=  'r'))  {  pos++;		non-compiled	[CE]  illegal  start  of  expression	4	None	add
304	[BUG]  [BUGGY]    &&(c  =  text.charAt(pos))!=  'r'  ||  c  ==  'n'))  {  pos++;  [CE]  illegal  start  of  expression  [CONTEXT]    if  (pos  >  startPos)  {  return  pos;  }  pos  =  startPos  +  width;  while  ((pos  <=  text.length())  &&  ((c  =  text.charAt(pos))  !=  '  ')  [BUGGY]    &&(c  =  text.charAt(pos))!=  'r'  ||  c  ==  'n'))  {  pos++;  [BUGGY]  &&  (c  !=  '\n')  &&  (c  !=  '\r'))  {  {  ++pos;  }  return  pos  ==  text.length()  ?  -1  :  pos;  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  findWrapPos  [RETURN_TYPE]  int  String  text  int  width  int  startPos  [VARIABLES]  char  c  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  argName  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  dpad  footer  header  longOptSeparator  lpad  name  newline  padding  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  max  nextLineTabStop  padding  pos  startPos  width  x  Comparator  comparator  optionComparator  	projects/Cli32/src/main/java/org/apache/commons/cli/HelpFormatter.java	1.0	938	939	2	replace	    &&(c  =  text.charAt(pos))!=  'r'  ||  c  ==  'n'))  {  pos++;		non-compiled	[CE]  illegal  start  of  expression	4	None	add
