bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.random();  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	sum  +=  Math.random();	sum  +=  Math.abs(a);  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	13	2
224	[BUG]  [BUGGY]  return  Math.sqrt(sum  /(a  -  data.length));  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]  return  Math.sqrt(sum  /(a  -  data.length));  [BUGGY]  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	return  Math.sqrt(sum  /(a  -  data.length));	return  Math.sqrt(sum);  	non-compiled	[CE]  cannot  find  symbol  a	7	None	replace
241	[BUG]  [BUGGY]  sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  bad  operand  types  for  binary  operator  '*'  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;	sum  +=  a  *  a;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '*'	5	None	replace
242	[BUG]  [BUGGY]  sum  +=  a  *  this.data;  [CE]  bad  operand  types  for  binary  operator  '*'  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  a  *  this.data;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	sum  +=  a  *  this.data;	sum  +=  a  *  a;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '*'	5	None	replace
243	[BUG]  [BUGGY]  sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE;  [CE]  cannot  find  symbol  NON_FITTING_POSITION_AND_SIZE  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	sum  +=  a  *  NON_FITTING_POSITION_AND_SIZE;	sum  +=  a  *  a;  	non-compiled	[CE]  cannot  find  symbol  NON_FITTING_POSITION_AND_SIZE	5	None	replace
262	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]  double  sum  =  0L;  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	add	double  sum  =  0L;	double  sum  =  0;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	9	2
263	[BUG]  [BUGGY]  double  sum  =  0L;  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]  double  sum  =  0L;  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	double  sum  =  0L;	double  sum  =  0;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	9	2	replace
264	[BUG]  [BUGGY]  double  sum  =(data  ==  null)?  0  :  DataUtil.doubleValue(getL1());  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]  double  sum  =(data  ==  null)?  0  :  DataUtil.doubleValue(getL1());  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	double  sum  =(data  ==  null)?  0  :  DataUtil.doubleValue(getL1());	double  sum  =  0;  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
282	[BUG]  [BUGGY]  sum  +=  Math.max(a,  Math.abs(data));  [CE]  no  suitable  method  found  for  abs(double[])  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.max(a,  Math.abs(data));  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	sum  +=  Math.max(a,  Math.abs(data));	sum  +=  Math.abs(a);  	non-compiled	[CE]  no  suitable  method  found  for  abs(double[])	13	None	replace
283	[BUG]  [BUGGY]  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.abs(a  -  getL1Norm());  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	sum  +=  Math.abs(a  -  getL1Norm());	sum  +=  Math.abs(a);  	compilable	  [FE]  StackOverflowError  testBasicFunctions	13	2
284	[BUG]  [BUGGY]  sum  +=  Math.abs(a  -  getL1Norm());  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.abs(a  -  getL1Norm());  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	sum  +=  Math.abs(a  -  getL1Norm());	sum  +=  Math.abs(a);  	compilable	  [FE]  StackOverflowError  testBasicFunctions	13	2	replace
284	[BUG]  [BUGGY]  sum  +=  Math.abs(a)>  Math.abs(v1);  [CE]  cannot  find  symbol  v1  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.abs(a)>  Math.abs(v1);  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	sum  +=  Math.abs(a)>  Math.abs(v1);	sum  +=  Math.abs(a);  	non-compiled	[CE]  cannot  find  symbol  v1	13	None	replace
301	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
302	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.log(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(Math.log(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(Math.log(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
303	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(-a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(Math.exp(-a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(Math.exp(-a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
304	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
305	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_SIZE_MESSAGE);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_SIZE_MESSAGE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_SIZE_MESSAGE);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
321	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [CE]  bad  operand  types  for  binary  operator  '/'  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);		non-compiled	[CE]  bad  operand  types  for  binary  operator  '/'	6	None	add
322	[BUG]  [BUGGY]    sum  +=  Math.pow(data,  a);  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(data,  a);  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  Math.pow(data,  a);		non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	6	None	add
323	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);  [CE]  cannot  find  symbol  NON_FITTING_POSITION_AND_SIZE  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE);		non-compiled	[CE]  cannot  find  symbol  NON_FITTING_POSITION_AND_SIZE	6	None	add
324	[BUG]  [BUGGY]    sum  +=  Math.max(a  /  getNorm());  [CE]  no  suitable  method  found  for  max(double)  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.max(a  /  getNorm());  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  Math.max(a  /  getNorm());		non-compiled	[CE]  no  suitable  method  found  for  max(double)	6	None	add
325	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE,  data);  [CE]  bad  operand  types  for  binary  operator  '/'  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE,  data);  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  Math.pow(Math.exp(a)/  NON_FITTING_POSITION_AND_SIZE_MESSAGE,  data);		non-compiled	[CE]  bad  operand  types  for  binary  operator  '/'	6	None	add
341	[BUG]  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.sqrt(d);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.sqrt(d);  }  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.sqrt(d);  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
342	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    Arrays.sort(this.data);  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	add	    Arrays.sort(this.data);		compilable	  [FE]  AssertionFailedError  testBasicFunctions	12	2
343	[BUG]  [BUGGY]    Arrays.sort(this.data);  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    Arrays.sort(this.data);  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    Arrays.sort(this.data);		compilable	  [FE]  AssertionFailedError  testBasicFunctions	12	2	add
343	[BUG]  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.max(d);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.max(d);  }  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  Math.max(d);  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
344	[BUG]  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  DataUtilities.getL1Norm(d);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  DataUtilities.getL1Norm(d);  }  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    if(data!=  null)  {  for([]  d  =  getDataItemCount();  d  <  0;)  {  sum  +=  DataUtilities.getL1Norm(d);  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
