bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	add	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	12	1
95	[BUG]  [BUGGY]    n  =  Math.abs(an);  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    n  =  Math.abs(an);  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	    n  =  Math.abs(an);		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	14	1	add
95	[BUG]  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  *  1.0;  [CE]  illegal  start  of  expression  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  *  1.0;  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  *  1.0;		non-compiled	[CE]  illegal  start  of  expression	14	None	add
123	[BUG]  [BUGGY]  else  if(n  >=  maxIterations)  {  [CE]  'else'  without  'if'  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]  else  if(n  >=  maxIterations)  {  [BUGGY]  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	replace	else  if(n  >=  maxIterations)  {	if  (n  >=  maxIterations)  {  	non-compiled	[CE]  'else'  without  'if'	17	None	replace
152	[BUG]  [BUGGY]    ret  =  Math.exp(-x  +(a  <<  1.0  /  getSlope())*  x)-  1;  [CE]  cannot  find  symbol  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]    ret  =  Math.exp(-x  +(a  <<  1.0  /  getSlope())*  x)-  1;  [BUGGY]  double  n  =  0.0;  //  current  element  index    double  an  =  1.0  /  a;  //  n-th  element  in  the  series      double  sum  =  an;  //  partial  sum  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	    ret  =  Math.exp(-x  +(a  <<  1.0  /  getSlope())*  x)-  1;		non-compiled	[CE]  cannot  find  symbol	4	None	add
153	[BUG]  [BUGGY]    ret  =  Math.exp(-x  +(a  >>  1.0  /  getSlope())*  x)-  1;  [CE]  cannot  find  symbol  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]    ret  =  Math.exp(-x  +(a  >>  1.0  /  getSlope())*  x)-  1;  [BUGGY]  double  n  =  0.0;  //  current  element  index    double  an  =  1.0  /  a;  //  n-th  element  in  the  series      double  sum  =  an;  //  partial  sum  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	    ret  =  Math.exp(-x  +(a  >>  1.0  /  getSlope())*  x)-  1;		non-compiled	[CE]  cannot  find  symbol	4	None	add
155	[BUG]  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations),  0.0);  [CE]  ';'  expected  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations),  0.0);  [BUGGY]  double  n  =  0.0;  //  current  element  index    double  an  =  1.0  /  a;  //  n-th  element  in  the  series      double  sum  =  an;  //  partial  sum  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations),  0.0);		non-compiled	[CE]  ';'  expected	4	None	add
182	[BUG]  [BUGGY]  double  an  =  1.0  /  x;  //  n-th  element  in  the  series;  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  x;  //  n-th  element  in  the  series;  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  x;  //  n-th  element  in  the  series;	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
184	[BUG]  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
272	[BUG]  [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n).doubleValue();  [CE]  ';'  expected  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n).doubleValue();  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	n  =  n  +  1.0,  an  *  x  /(a  +  n).doubleValue();	n  =  n  +  1.0;  	non-compiled	[CE]  ';'  expected	11	None	replace
273	[BUG]  [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n);  [CE]  ';'  expected  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n);  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	n  =  n  +  1.0,  an  *  x  /(a  +  n);	n  =  n  +  1.0;  	non-compiled	[CE]  ';'  expected	11	None	replace
274	[BUG]  [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n)-  10.0);  [CE]  ';'  expected  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]  n  =  n  +  1.0,  an  *  x  /(a  +  n)-  10.0);  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	n  =  n  +  1.0,  an  *  x  /(a  +  n)-  10.0);	n  =  n  +  1.0;  	non-compiled	[CE]  ';'  expected	11	None	replace
334	[BUG]  [BUGGY]  ret  =  Math.exp(-x  +(a  *  Math.log(x),  epsilon)-  logGamma(a))  *  sum;  [CE]  ')'  expected  [CONTEXT]    n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  [BUGGY]  ret  =  Math.exp(-x  +(a  *  Math.log(x),  epsilon)-  logGamma(a))  *  sum;  [BUGGY]  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	182	182	1	replace	ret  =  Math.exp(-x  +(a  *  Math.log(x),  epsilon)-  logGamma(a))  *  sum;	ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  	non-compiled	[CE]  ')'  expected	19	None	replace
362	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]    n  =  Math.abs(1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum      while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	add	    n  =  Math.abs(1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	6	1
363	[BUG]  [BUGGY]    n  =  Math.abs(1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]    n  =  Math.abs(1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum      while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	    n  =  Math.abs(1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	6	1	add
364	[BUG]  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  /  ret;  [CE]  variable  ret  might  not  have  been  initialized  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  /  ret;  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum      while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  /  ret;		non-compiled	[CE]  variable  ret  might  not  have  been  initialized	6	None	add
365	[BUG]  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a)));  [CE]  ';'  expected  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a)));  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum      while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a)));		non-compiled	[CE]  ';'  expected	6	None	add
392	[BUG]  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  ret;  [CE]  variable  ret  might  not  have  been  initialized  [CONTEXT]  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  [BUGGY]    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  ret;  [BUGGY]  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	170	171	1	replace	    n  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  ret;		non-compiled	[CE]  variable  ret  might  not  have  been  initialized	8	None	add
