bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]  return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	add	return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();	return  0.0;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	1	1
285	[BUG]  [BUGGY]    ret  =  1.0  /  getDenominatorDegreesOfFreedom()  *  Math.pow(x,  n);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    ret  =  1.0  /  getDenominatorDegreesOfFreedom()  *  Math.pow(x,  n);  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    ret  =  1.0  /  getDenominatorDegreesOfFreedom()  *  Math.pow(x,  n);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	16	1	add
285	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    ret  =  Math.exp(-x  +(n  *  getNumeratorDegreesOfFreedom()));  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	add	    ret  =  Math.exp(-x  +(n  *  getNumeratorDegreesOfFreedom()));		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	16	1
286	[BUG]  [BUGGY]    ret  =  Math.exp(-x  +(n  *  getNumeratorDegreesOfFreedom()));  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    ret  =  Math.exp(-x  +(n  *  getNumeratorDegreesOfFreedom()));  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    ret  =  Math.exp(-x  +(n  *  getNumeratorDegreesOfFreedom()));		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	16	1	add
301	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	12	None	add
302	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  0,  p);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  0,  p);  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  0,  p);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	12	None	add
304	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  p,  getDenominatorDegreesOfFreedom(),  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	12	None	add
305	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);  p  =  p;  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);  p  =  p;  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  0,  p,  denominatorDegreesOfFreedom);  p  =  p;		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	12	None	add
321	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	add	    p  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1
322	[BUG]  [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	replace	    p  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1	add
323	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	add	    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1
324	[BUG]  [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	replace	    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1	add
324	[BUG]  [BUGGY]    if(p  <  0.0)  {  if(d  ==  p)  {  return  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    if(p  <  0.0)  {  if(d  ==  p)  {  return  p;  }  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	replace	    if(p  <  0.0)  {  if(d  ==  p)  {  return  p;  }		non-compiled	[CE]  illegal  start  of  expression	8	None	add
325	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10.0,  p);  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	add	    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1
326	[BUG]  [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10.0,  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10.0,  p);  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	replace	    p  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	8	1	add
343	[BUG]  [BUGGY]  ret  =  beta.regularizedBeta((  n  *  x)/(m  +  n  *  x),  0.5  *  n,  0.5  *  m);  [CE]  cannot  find  symbol  beta  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]  ret  =  beta.regularizedBeta((  n  *  x)/(m  +  n  *  x),  0.5  *  n,  0.5  *  m);  [BUGGY]  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	ret  =  beta.regularizedBeta((  n  *  x)/(m  +  n  *  x),  0.5  *  n,  0.5  *  m);	ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,    0.5  *  m);  	non-compiled	[CE]  cannot  find  symbol  beta	17	None	replace
362	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10,  x);  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	add	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10,  x);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	14	1
363	[BUG]  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10,  x);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10,  x);  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(10,  x);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	14	1	add
363	[BUG]  [BUGGY]    ret  =  getProbabilityDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getProbabilityDegreesOfFreedom();  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  getProbabilityDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	14	None	add
365	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(x,  0.0);  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	add	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(x,  0.0);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	14	1
366	[BUG]  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(x,  0.0);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(x,  0.0);  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(x,  0.0);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	14	1	add
3	[BUG]  [BUGGY]    m  =  getNumeratorDegreesOfFreedom();  [CE]  cannot  find  symbol  m  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();    [BUGGY]    m  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	147	147	1	replace	    m  =  getNumeratorDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol  m	8	None	add
