projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=true;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcr=descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarc
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcEr
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcA
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcr
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131descarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcdescarcErr
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){if(closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){completed=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131done=false;}elseif(haveUnclosedEntry){writeEOFRecord();writeEOFRecord();buffer.flushBlock();done=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131done=false;}elseif(haveUnclosedEntry){writeEOFRecord();writeEOFRecord();buffer.flushBlock();done=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131done=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();done=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131done=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();done=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{writeEOFRecord();buffer.flushBuffer();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{buffer.flushBuffer();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131EndBlock<TarBuffer>endBlock=newEndBlock<TarBuffer>();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{writeEOFRecord();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBuffer();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){Finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){Finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){Finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){Finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf,0,buffer.length){finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(cloned){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBuffer();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();out.close();System.arraycopy(assemBuf,0,out,currSize,currSize);}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();out.close();System.exit(0);}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName!=null){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName!=null){for(inti=0;i<currName.length();i++){buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<currName.length();i++){buffer.closeBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()==0){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<currName.length();i++){buffer.append('n');}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finishEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131elseif(hasUnclosedEntry){finishEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){finished=false;}else{buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{buffer.bufferBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF){finished=true;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{finishEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{finishEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{EOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{startEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF){finished=true;}else{finishEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131os.writeEndByte(buffer,0,buffer.length);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131os.writeEndByteBuffer(buffer);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(cloned){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131elseif(cloned){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){readEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}else{writeEOFRecord();buffer.flushBlock();completed=true;}
