bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]  a  =  Math.max(a  +  1.0,  lowerBound);  [BUGGY]  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	add	a  =  Math.max(a  +  1.0,  lowerBound);	a  =  Math.max(a  -  1.0,  lowerBound);  	compilable	timeout	17	1
92	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2,  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5  },   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	add	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2,  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5  },   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1
93	[BUG]  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2,  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5  },   "  +  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2,  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5  },   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	replace	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2,  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5  },   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1	replace
93	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  a  value=  {  5  },   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	add	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  a  value=  {  5  },   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1
94	[BUG]  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  a  value=  {  5  },   "  +  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  a  value=  {  5  },   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	replace	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  a  value=  {  5  },   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1	replace
94	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5,   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	add	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5,   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1
95	[BUG]  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5,   "  +  [FE]  IllegalArgumentException  testMath280  [CONTEXT]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  [BUGGY]  throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5,   "  +  [BUGGY]   "number  of  iterations={0},  maximum  iterations={1},   "  +   "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +   "final  b  value={6},  f(a)={7},  f(b)={8} ",  numIterations,  maximumIterations,  initial,  lowerBound,  upperBound,  a,  b,  fa,  fb);  }  return  new  double[]{a,  b};  }  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	1.0	199	201	1	replace	throw  new  ConvergenceException( "number  of  iterations=  {  0  },  maximum  iterations=  {  1  },   "  +   "initial=  {  2  },  lower  bound=  {  3  },  upper  bound=  {  4  },  final  a  value=  {  5,   "  +	throw  new  ConvergenceException(     "number  of  iterations={0},  maximum  iterations={1},   "  +       "initial={2},  lower  bound={3},  upper  bound={4},  final  a  value={5},   "  +  	compilable	  [FE]  IllegalArgumentException  testMath280	1	1	replace
153	[BUG]  [BUGGY]  [FE]  MathException  testMath280  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]  if(maximumIterations  <=  1)  {  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	add	if(maximumIterations  <=  1)  {	if  (maximumIterations  <=  0){  	compilable	  [FE]  MathException  testMath280	7	1
154	[BUG]  [BUGGY]  if(maximumIterations  <=  1)  {  [FE]  MathException  testMath280  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]  if(maximumIterations  <=  1)  {  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	replace	if(maximumIterations  <=  1)  {	if  (maximumIterations  <=  0){  	compilable	  [FE]  MathException  testMath280	7	1	replace
181	[BUG]  [BUGGY]    setMaximumIterations(maximumIterations);  [CE]  cannot  find  symbol  [CONTEXT]  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  [BUGGY]    setMaximumIterations(maximumIterations);  [BUGGY]  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	182	182	1	replace	    setMaximumIterations(maximumIterations);		non-compiled	[CE]  cannot  find  symbol	12	None	add
182	[BUG]  [BUGGY]    double  a  =  Math.min(1.0,  lowerBound);  [CE]  variable  a  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  [BUGGY]    double  a  =  Math.min(1.0,  lowerBound);  [BUGGY]  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	182	182	1	replace	    double  a  =  Math.min(1.0,  lowerBound);		non-compiled	[CE]  variable  a  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	12	None	add
